dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,cum_cases,cum_deaths,Days_10cases,Days_5deaths,cases_doubling,deaths_doubling
2020-01-20,20,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-21,21,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-22,22,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-23,23,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-24,24,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-25,25,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-26,26,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-27,27,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-28,28,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-29,29,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-30,30,1,2020,0,0,United_Kingdom,UK,GBR,66488991,0,0,0,0,,
2020-01-31,31,1,2020,2,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-01,1,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-02,2,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-03,3,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-04,4,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-05,5,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-06,6,2,2020,0,0,United_Kingdom,UK,GBR,66488991,2,0,0,0,,
2020-02-07,7,2,2020,1,0,United_Kingdom,UK,GBR,66488991,3,0,0,0,,
2020-02-08,8,2,2020,0,0,United_Kingdom,UK,GBR,66488991,3,0,0,0,,
2020-02-09,9,2,2020,1,0,United_Kingdom,UK,GBR,66488991,4,0,0,0,,
2020-02-10,10,2,2020,0,0,United_Kingdom,UK,GBR,66488991,4,0,0,0,,
2020-02-11,11,2,2020,4,0,United_Kingdom,UK,GBR,66488991,8,0,0,0,,
2020-02-12,12,2,2020,0,0,United_Kingdom,UK,GBR,66488991,8,0,0,0,,
2020-02-13,13,2,2020,1,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-14,14,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-15,15,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-16,16,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-17,17,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-18,18,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-19,19,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-20,20,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-21,21,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-22,22,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-23,23,2,2020,0,0,United_Kingdom,UK,GBR,66488991,9,0,0,0,,
2020-02-24,24,2,2020,4,0,United_Kingdom,UK,GBR,66488991,13,0,1,0,,
2020-02-25,25,2,2020,0,0,United_Kingdom,UK,GBR,66488991,13,0,2,0,,
2020-02-26,26,2,2020,0,0,United_Kingdom,UK,GBR,66488991,13,0,3,0,,
2020-02-27,27,2,2020,0,0,United_Kingdom,UK,GBR,66488991,13,0,4,0,,
2020-02-28,28,2,2020,3,0,United_Kingdom,UK,GBR,66488991,16,0,5,0,,
2020-02-29,29,2,2020,2,0,United_Kingdom,UK,GBR,66488991,18,0,6,0,,
2020-03-01,1,3,2020,5,0,United_Kingdom,UK,GBR,66488991,23,0,7,0,,
2020-03-02,2,3,2020,13,0,United_Kingdom,UK,GBR,66488991,36,0,8,0,,
2020-03-03,3,3,2020,4,0,United_Kingdom,UK,GBR,66488991,40,0,9,0,,
2020-03-04,4,3,2020,11,0,United_Kingdom,UK,GBR,66488991,51,0,10,0,,
2020-03-05,5,3,2020,34,0,United_Kingdom,UK,GBR,66488991,85,0,11,0,,
2020-03-06,6,3,2020,30,1,United_Kingdom,UK,GBR,66488991,115,1,12,0,,
2020-03-07,7,3,2020,48,0,United_Kingdom,UK,GBR,66488991,163,1,13,0,,
2020-03-08,8,3,2020,43,1,United_Kingdom,UK,GBR,66488991,206,2,14,0,,
2020-03-09,9,3,2020,67,1,United_Kingdom,UK,GBR,66488991,273,3,15,0,,
2020-03-10,10,3,2020,48,2,United_Kingdom,UK,GBR,66488991,321,5,16,1,,
2020-03-11,11,3,2020,52,1,United_Kingdom,UK,GBR,66488991,373,6,17,2,,
2020-03-12,12,3,2020,83,0,United_Kingdom,UK,GBR,66488991,456,6,18,3,,
2020-03-13,13,3,2020,134,4,United_Kingdom,UK,GBR,66488991,590,10,19,4,,
2020-03-14,14,3,2020,117,0,United_Kingdom,UK,GBR,66488991,707,10,20,5,,
2020-03-15,15,3,2020,433,11,United_Kingdom,UK,GBR,66488991,1140,21,21,6,,
2020-03-16,16,3,2020,251,14,United_Kingdom,UK,GBR,66488991,1391,35,22,7,,
2020-03-17,17,3,2020,152,20,United_Kingdom,UK,GBR,66488991,1543,55,23,8,,
2020-03-18,18,3,2020,407,5,United_Kingdom,UK,GBR,66488991,1950,60,24,9,,
2020-03-19,19,3,2020,680,43,United_Kingdom,UK,GBR,66488991,2630,103,25,10,,
2020-03-20,20,3,2020,647,41,United_Kingdom,UK,GBR,66488991,3277,144,26,11,,
2020-03-21,21,3,2020,706,33,United_Kingdom,UK,GBR,66488991,3983,177,27,12,,
2020-03-22,22,3,2020,1035,56,United_Kingdom,UK,GBR,66488991,5018,233,28,13,,
2020-03-23,23,3,2020,665,48,United_Kingdom,UK,GBR,66488991,5683,281,29,14,,
2020-03-24,24,3,2020,967,54,United_Kingdom,UK,GBR,66488991,6650,335,30,15,,
2020-03-25,25,3,2020,1427,87,United_Kingdom,UK,GBR,66488991,8077,422,31,16,,
2020-03-26,26,3,2020,1452,41,United_Kingdom,UK,GBR,66488991,9529,463,32,17,,
2020-03-27,27,3,2020,2129,115,United_Kingdom,UK,GBR,66488991,11658,578,33,18,,
2020-03-28,28,3,2020,2885,181,United_Kingdom,UK,GBR,66488991,14543,759,34,19,,
2020-03-29,29,3,2020,2546,260,United_Kingdom,UK,GBR,66488991,17089,1019,35,20,,
2020-03-30,30,3,2020,2433,209,United_Kingdom,UK,GBR,66488991,19522,1228,36,21,,
2020-03-31,31,3,2020,2619,180,United_Kingdom,UK,GBR,66488991,22141,1408,37,22,,
2020-04-01,1,4,2020,3009,381,United_Kingdom,UK,GBR,66488991,25150,1789,38,23,,
2020-04-02,2,4,2020,4324,743,United_Kingdom,UK,GBR,66488991,29474,2532,39,24,,
2020-04-03,3,4,2020,4244,389,United_Kingdom,UK,GBR,66488991,33718,2921,40,25,,
2020-04-04,4,4,2020,4450,684,United_Kingdom,UK,GBR,66488991,38168,3605,41,26,,
2020-04-05,5,4,2020,3735,708,United_Kingdom,UK,GBR,66488991,41903,4313,42,27,,
2020-04-06,6,4,2020,5903,621,United_Kingdom,UK,GBR,66488991,47806,4934,43,28,,
2019-12-31,31,12,2019,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-01,1,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-02,2,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-03,3,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-04,4,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-05,5,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-06,6,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-07,7,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-08,8,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-09,9,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-10,10,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-11,11,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-12,12,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-13,13,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-14,14,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-15,15,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-16,16,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-17,17,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-18,18,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-19,19,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-20,20,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-21,21,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-22,22,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-23,23,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-24,24,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-25,25,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-26,26,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-27,27,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-28,28,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-29,29,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-30,30,1,2020,0,0,Italy,IT,ITA,60431283,0,0,0,0,,
2020-01-31,31,1,2020,3,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-01,1,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-02,2,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-03,3,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-04,4,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-05,5,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-06,6,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-07,7,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-08,8,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-09,9,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-10,10,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-11,11,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-12,12,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-13,13,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-14,14,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-15,15,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-16,16,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-17,17,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-18,18,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-19,19,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-20,20,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-21,21,2,2020,0,0,Italy,IT,ITA,60431283,3,0,0,0,,
2020-02-22,22,2,2020,14,0,Italy,IT,ITA,60431283,17,0,1,0,,
2020-02-23,23,2,2020,62,2,Italy,IT,ITA,60431283,79,2,2,0,,
2020-02-24,24,2,2020,53,0,Italy,IT,ITA,60431283,132,2,3,0,,
2020-02-25,25,2,2020,97,4,Italy,IT,ITA,60431283,229,6,4,1,,
2020-02-26,26,2,2020,93,5,Italy,IT,ITA,60431283,322,11,5,2,,
2020-02-27,27,2,2020,78,1,Italy,IT,ITA,60431283,400,12,6,3,,
2020-02-28,28,2,2020,250,5,Italy,IT,ITA,60431283,650,17,7,4,,
2020-02-29,29,2,2020,238,4,Italy,IT,ITA,60431283,888,21,8,5,,
2020-03-01,1,3,2020,240,8,Italy,IT,ITA,60431283,1128,29,9,6,,
2020-03-02,2,3,2020,561,6,Italy,IT,ITA,60431283,1689,35,10,7,,
2020-03-03,3,3,2020,146,17,Italy,IT,ITA,60431283,1835,52,11,8,,
2020-03-04,4,3,2020,667,28,Italy,IT,ITA,60431283,2502,80,12,9,,
2020-03-05,5,3,2020,587,27,Italy,IT,ITA,60431283,3089,107,13,10,,
2020-03-06,6,3,2020,769,41,Italy,IT,ITA,60431283,3858,148,14,11,,
2020-03-07,7,3,2020,778,49,Italy,IT,ITA,60431283,4636,197,15,12,,
2020-03-08,8,3,2020,1247,36,Italy,IT,ITA,60431283,5883,233,16,13,,
2020-03-09,9,3,2020,1492,133,Italy,IT,ITA,60431283,7375,366,17,14,,
2020-03-10,10,3,2020,1797,98,Italy,IT,ITA,60431283,9172,464,18,15,,
2020-03-11,11,3,2020,977,167,Italy,IT,ITA,60431283,10149,631,19,16,,
2020-03-12,12,3,2020,2313,196,Italy,IT,ITA,60431283,12462,827,20,17,,
2020-03-13,13,3,2020,2651,189,Italy,IT,ITA,60431283,15113,1016,21,18,,
2020-03-14,14,3,2020,2547,252,Italy,IT,ITA,60431283,17660,1268,22,19,,
2020-03-15,15,3,2020,90,173,Italy,IT,ITA,60431283,17750,1441,23,20,,
2020-03-16,16,3,2020,6230,370,Italy,IT,ITA,60431283,23980,1811,24,21,,
2020-03-17,17,3,2020,4000,347,Italy,IT,ITA,60431283,27980,2158,25,22,,
2020-03-18,18,3,2020,3526,347,Italy,IT,ITA,60431283,31506,2505,26,23,,
2020-03-19,19,3,2020,4207,473,Italy,IT,ITA,60431283,35713,2978,27,24,,
2020-03-20,20,3,2020,5322,429,Italy,IT,ITA,60431283,41035,3407,28,25,,
2020-03-21,21,3,2020,5986,625,Italy,IT,ITA,60431283,47021,4032,29,26,,
2020-03-22,22,3,2020,6557,795,Italy,IT,ITA,60431283,53578,4827,30,27,,
2020-03-23,23,3,2020,5560,649,Italy,IT,ITA,60431283,59138,5476,31,28,,
2020-03-24,24,3,2020,4789,601,Italy,IT,ITA,60431283,63927,6077,32,29,,
2020-03-25,25,3,2020,5249,743,Italy,IT,ITA,60431283,69176,6820,33,30,,
2020-03-26,26,3,2020,5210,685,Italy,IT,ITA,60431283,74386,7505,34,31,,
2020-03-27,27,3,2020,6153,660,Italy,IT,ITA,60431283,80539,8165,35,32,,
2020-03-28,28,3,2020,5959,971,Italy,IT,ITA,60431283,86498,9136,36,33,,
2020-03-29,29,3,2020,5974,887,Italy,IT,ITA,60431283,92472,10023,37,34,,
2020-03-30,30,3,2020,5217,758,Italy,IT,ITA,60431283,97689,10781,38,35,,
2020-03-31,31,3,2020,4050,810,Italy,IT,ITA,60431283,101739,11591,39,36,,
2020-04-01,1,4,2020,4053,839,Italy,IT,ITA,60431283,105792,12430,40,37,,
2020-04-02,2,4,2020,4782,727,Italy,IT,ITA,60431283,110574,13157,41,38,,
2020-04-03,3,4,2020,4668,760,Italy,IT,ITA,60431283,115242,13917,42,39,,
2020-04-04,4,4,2020,4585,764,Italy,IT,ITA,60431283,119827,14681,43,40,,
2020-04-05,5,4,2020,4805,681,Italy,IT,ITA,60431283,124632,15362,44,41,,
2020-04-06,6,4,2020,4316,527,Italy,IT,ITA,60431283,128948,15889,45,42,,
2019-12-31,31,12,2019,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-01,1,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-02,2,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-03,3,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-04,4,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-05,5,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-06,6,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-07,7,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-08,8,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-09,9,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-10,10,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-11,11,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-12,12,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-13,13,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-14,14,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-15,15,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-16,16,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-17,17,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-18,18,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-19,19,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-20,20,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-21,21,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-22,22,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-23,23,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-24,24,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-25,25,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-26,26,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-27,27,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-28,28,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-29,29,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-30,30,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-01-31,31,1,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-01,1,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-02,2,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-03,3,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-04,4,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-05,5,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-06,6,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-07,7,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-08,8,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-09,9,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-10,10,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-11,11,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-12,12,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-13,13,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-14,14,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-15,15,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-16,16,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-17,17,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-18,18,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-19,19,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-20,20,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-21,21,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-22,22,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-23,23,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-24,24,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-25,25,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-26,26,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-27,27,2,2020,0,0,Netherlands,NL,NLD,17231017,0,0,0,0,,
2020-02-28,28,2,2020,1,0,Netherlands,NL,NLD,17231017,1,0,0,0,,
2020-02-29,29,2,2020,1,0,Netherlands,NL,NLD,17231017,2,0,0,0,,
2020-03-01,1,3,2020,5,0,Netherlands,NL,NLD,17231017,7,0,0,0,,
2020-03-02,2,3,2020,6,0,Netherlands,NL,NLD,17231017,13,0,1,0,,
2020-03-03,3,3,2020,5,0,Netherlands,NL,NLD,17231017,18,0,2,0,,
2020-03-04,4,3,2020,10,0,Netherlands,NL,NLD,17231017,28,0,3,0,,
2020-03-05,5,3,2020,10,0,Netherlands,NL,NLD,17231017,38,0,4,0,,
2020-03-06,6,3,2020,44,0,Netherlands,NL,NLD,17231017,82,0,5,0,,
2020-03-07,7,3,2020,46,1,Netherlands,NL,NLD,17231017,128,1,6,0,,
2020-03-08,8,3,2020,60,0,Netherlands,NL,NLD,17231017,188,1,7,0,,
