dateRep,countryterritoryCode,cum_cases,cum_deaths,Days_10cases,Days_5deaths,cases_doubling,case_type
2020-01-08,GBR,0,0,0,0,12,deaths
2020-01-09,GBR,0,0,0,0,12,deaths
2020-01-10,GBR,0,0,0,0,12,deaths
2020-01-11,GBR,0,0,0,0,12,deaths
2020-01-12,GBR,0,0,0,0,12,deaths
2020-01-13,GBR,0,0,0,0,12,deaths
2020-01-14,GBR,0,0,0,0,12,deaths
2020-01-15,GBR,0,0,0,0,12,deaths
2020-01-16,GBR,0,0,0,0,12,deaths
2020-01-17,GBR,0,0,0,0,12,deaths
2020-01-18,GBR,0,0,0,0,12,deaths
2020-01-19,GBR,0,0,0,0,12,deaths
2020-01-20,GBR,0,0,0,0,12,deaths
2020-01-21,GBR,0,0,0,0,12,deaths
2020-01-22,GBR,0,0,0,0,12,deaths
2020-01-23,GBR,0,0,0,0,12,deaths
2020-01-24,GBR,0,0,0,0,12,deaths
2020-01-25,GBR,0,0,0,0,12,deaths
2020-01-26,GBR,0,0,0,0,12,deaths
2020-01-27,GBR,0,0,0,0,12,deaths
2020-01-28,GBR,0,0,0,0,12,deaths
2020-01-29,GBR,0,0,0,0,12,deaths
2020-01-30,GBR,0,0,0,0,12,deaths
2020-01-31,GBR,2,0,0,0,12,deaths
2020-02-01,GBR,2,0,0,0,12,deaths
2020-02-02,GBR,2,0,0,0,12,deaths
2020-02-03,GBR,2,0,0,0,12,deaths
2020-02-04,GBR,2,0,0,0,12,deaths
2020-02-05,GBR,2,0,0,0,12,deaths
2020-02-06,GBR,2,0,0,0,12,deaths
2020-02-07,GBR,3,0,0,0,12,deaths
2020-02-08,GBR,3,0,0,0,12,deaths
2020-02-09,GBR,4,0,0,0,12,deaths
2020-02-10,GBR,4,0,0,0,12,deaths
2020-02-11,GBR,8,0,0,0,12,deaths
2020-02-12,GBR,8,0,0,0,12,deaths
2020-02-13,GBR,9,0,0,0,12,deaths
2020-02-14,GBR,9,0,0,0,12,deaths
2020-02-15,GBR,9,0,0,0,12,deaths
2020-02-16,GBR,9,0,0,0,12,deaths
2020-02-17,GBR,9,0,0,0,12,deaths
2020-02-18,GBR,9,0,0,0,12,deaths
2020-02-19,GBR,9,0,0,0,12,deaths
2020-02-20,GBR,9,0,0,0,12,deaths
2020-02-21,GBR,9,0,0,0,12,deaths
2020-02-22,GBR,9,0,0,0,12,deaths
2020-02-23,GBR,9,0,0,0,12,deaths
2020-02-24,GBR,13,0,1,0,12,deaths
2020-02-25,GBR,13,0,2,0,12,deaths
2020-02-26,GBR,13,0,3,0,12,deaths
2020-02-27,GBR,13,0,4,0,12,deaths
2020-02-28,GBR,16,0,5,0,12,deaths
2020-02-29,GBR,18,0,6,0,12,deaths
2020-03-01,GBR,23,0,7,0,12,deaths
2020-03-02,GBR,36,0,8,0,12,deaths
2020-03-03,GBR,40,0,9,0,12,deaths
2020-03-04,GBR,51,0,10,0,12,deaths
2020-03-05,GBR,85,0,11,0,12,deaths
2020-03-06,GBR,115,1,12,0,12,deaths
2020-03-07,GBR,163,1,13,0,12,deaths
2020-03-08,GBR,206,2,14,0,12,deaths
2020-03-09,GBR,273,3,15,0,12,deaths
2020-03-10,GBR,321,5,16,1,2,deaths
2020-03-11,GBR,373,6,17,2,2,deaths
2020-03-12,GBR,456,6,18,3,3,deaths
2020-03-13,GBR,590,10,19,4,3,deaths
2020-03-14,GBR,707,10,20,5,4,deaths
2020-03-15,GBR,1140,21,21,6,1,deaths
2020-03-16,GBR,1391,35,22,7,2,deaths
2020-03-17,GBR,1543,55,23,8,2,deaths
2020-03-18,GBR,1950,60,24,9,3,deaths
2020-03-19,GBR,2630,103,25,10,3,deaths
2020-03-20,GBR,3277,144,26,11,2,deaths
2020-03-21,GBR,3983,177,27,12,3,deaths
2020-03-22,GBR,5018,233,28,13,3,deaths
2020-03-23,GBR,5683,281,29,14,4,deaths
2020-03-24,GBR,6650,335,30,15,4,deaths
2020-03-25,GBR,8077,422,31,16,4,deaths
2020-03-26,GBR,9529,463,32,17,5,deaths
2020-03-27,GBR,11658,578,33,18,4,deaths
2020-03-28,GBR,14543,759,34,19,4,deaths
2020-03-29,GBR,17089,1019,35,20,3,deaths
2020-03-30,GBR,19522,1228,36,21,3,deaths
2020-03-31,GBR,22141,1408,37,22,4,deaths
2020-04-01,GBR,25150,1789,38,23,4,deaths
2020-04-02,GBR,29474,2532,39,24,3,deaths
2020-04-03,GBR,33718,2921,40,25,3,deaths
2020-04-04,GBR,38168,3605,41,26,3,deaths
2020-04-05,GBR,41903,4313,42,27,4,deaths
2020-04-06,GBR,47806,4934,43,28,5,deaths
2020-04-07,GBR,51608,5373,44,29,5,deaths
2020-04-08,GBR,55242,6159,45,30,5,deaths
2020-04-09,GBR,60733,7097,46,31,6,deaths
2020-04-10,GBR,65077,7978,47,32,6,deaths
2020-04-11,GBR,70272,8958,48,33,6,deaths
2020-04-12,GBR,78991,9875,49,34,6,deaths
2020-04-13,GBR,84279,10612,50,35,7,deaths
2020-04-14,GBR,88621,11329,51,36,7,deaths
2019-12-31,ITA,0,0,0,0,12,deaths
2020-01-01,ITA,0,0,0,0,12,deaths
2020-01-02,ITA,0,0,0,0,12,deaths
2020-01-03,ITA,0,0,0,0,12,deaths
2020-01-04,ITA,0,0,0,0,12,deaths
2020-01-05,ITA,0,0,0,0,12,deaths
2020-01-06,ITA,0,0,0,0,12,deaths
2020-01-07,ITA,0,0,0,0,12,deaths
2020-01-08,ITA,0,0,0,0,12,deaths
2020-01-09,ITA,0,0,0,0,12,deaths
2020-01-10,ITA,0,0,0,0,12,deaths
2020-01-11,ITA,0,0,0,0,12,deaths
2020-01-12,ITA,0,0,0,0,12,deaths
2020-01-13,ITA,0,0,0,0,12,deaths
2020-01-14,ITA,0,0,0,0,12,deaths
2020-01-15,ITA,0,0,0,0,12,deaths
2020-01-16,ITA,0,0,0,0,12,deaths
2020-01-17,ITA,0,0,0,0,12,deaths
2020-01-18,ITA,0,0,0,0,12,deaths
2020-01-19,ITA,0,0,0,0,12,deaths
2020-01-20,ITA,0,0,0,0,12,deaths
2020-01-21,ITA,0,0,0,0,12,deaths
2020-01-22,ITA,0,0,0,0,12,deaths
2020-01-23,ITA,0,0,0,0,12,deaths
2020-01-24,ITA,0,0,0,0,12,deaths
2020-01-25,ITA,0,0,0,0,12,deaths
2020-01-26,ITA,0,0,0,0,12,deaths
2020-01-27,ITA,0,0,0,0,12,deaths
2020-01-28,ITA,0,0,0,0,12,deaths
2020-01-29,ITA,0,0,0,0,12,deaths
2020-01-30,ITA,0,0,0,0,12,deaths
2020-01-31,ITA,3,0,0,0,12,deaths
2020-02-01,ITA,3,0,0,0,12,deaths
2020-02-02,ITA,3,0,0,0,12,deaths
2020-02-03,ITA,3,0,0,0,12,deaths
2020-02-04,ITA,3,0,0,0,12,deaths
2020-02-05,ITA,3,0,0,0,12,deaths
2020-02-06,ITA,3,0,0,0,12,deaths
2020-02-07,ITA,3,0,0,0,12,deaths
2020-02-08,ITA,3,0,0,0,12,deaths
2020-02-09,ITA,3,0,0,0,12,deaths
2020-02-10,ITA,3,0,0,0,12,deaths
2020-02-11,ITA,3,0,0,0,12,deaths
2020-02-12,ITA,3,0,0,0,12,deaths
2020-02-13,ITA,3,0,0,0,12,deaths
2020-02-14,ITA,3,0,0,0,12,deaths
2020-02-15,ITA,3,0,0,0,12,deaths
2020-02-16,ITA,3,0,0,0,12,deaths
2020-02-17,ITA,3,0,0,0,12,deaths
2020-02-18,ITA,3,0,0,0,12,deaths
2020-02-19,ITA,3,0,0,0,12,deaths
2020-02-20,ITA,3,0,0,0,12,deaths
2020-02-21,ITA,3,0,0,0,12,deaths
2020-02-22,ITA,17,0,1,0,12,deaths
2020-02-23,ITA,79,2,2,0,12,deaths
2020-02-24,ITA,132,2,3,0,12,deaths
2020-02-25,ITA,229,6,4,1,1,deaths
2020-02-26,ITA,322,11,5,2,2,deaths
2020-02-27,ITA,400,12,6,3,2,deaths
2020-02-28,ITA,650,17,7,4,3,deaths
2020-02-29,ITA,888,21,8,5,4,deaths
2020-03-01,ITA,1128,29,9,6,3,deaths
2020-03-02,ITA,1689,35,10,7,3,deaths
2020-03-03,ITA,1835,52,11,8,3,deaths
2020-03-04,ITA,2502,80,12,9,2,deaths
2020-03-05,ITA,3089,107,13,10,2,deaths
2020-03-06,ITA,3858,148,14,11,3,deaths
2020-03-07,ITA,4636,197,15,12,3,deaths
2020-03-08,ITA,5883,233,16,13,3,deaths
2020-03-09,ITA,7375,366,17,14,3,deaths
2020-03-10,ITA,9172,464,18,15,3,deaths
2020-03-11,ITA,10149,631,19,16,3,deaths
2020-03-12,ITA,12462,827,20,17,3,deaths
2020-03-13,ITA,15113,1016,21,18,3,deaths
2020-03-14,ITA,17660,1268,22,19,3,deaths
2020-03-15,ITA,17750,1441,23,20,4,deaths
2020-03-16,ITA,23980,1811,24,21,4,deaths
2020-03-17,ITA,27980,2158,25,22,4,deaths
2020-03-18,ITA,31506,2505,26,23,5,deaths
2020-03-19,ITA,35713,2978,27,24,4,deaths
2020-03-20,ITA,41035,3407,28,25,5,deaths
2020-03-21,ITA,47021,4032,29,26,5,deaths
2020-03-22,ITA,53578,4827,30,27,5,deaths
2020-03-23,ITA,59138,5476,31,28,5,deaths
2020-03-24,ITA,63927,6077,32,29,5,deaths
2020-03-25,ITA,69176,6820,33,30,5,deaths
2020-03-26,ITA,74386,7505,34,31,6,deaths
2020-03-27,ITA,80539,8165,35,32,6,deaths
2020-03-28,ITA,86498,9136,36,33,7,deaths
2020-03-29,ITA,92472,10023,37,34,7,deaths
2020-03-30,ITA,97689,10781,38,35,8,deaths
2020-03-31,ITA,101739,11591,39,36,8,deaths
2020-04-01,ITA,105792,12430,40,37,8,deaths
2020-04-02,ITA,110574,13157,41,38,9,deaths
2020-04-03,ITA,115242,13917,42,39,9,deaths
2020-04-04,ITA,119827,14681,43,40,10,deaths
2020-04-05,ITA,124632,15362,44,41,10,deaths
2020-04-06,ITA,128948,15889,45,42,11,deaths
2020-04-07,ITA,132547,16525,46,43,11,deaths
2020-04-08,ITA,135586,17129,47,44,11,deaths
2020-04-09,ITA,139422,17669,48,45,11,deaths
2020-04-10,ITA,143626,18281,49,46,11,deaths
2020-04-11,ITA,147577,18851,50,47,11,deaths
2020-04-12,ITA,152271,19470,51,48,11,deaths
2020-04-13,ITA,156363,19901,52,49,11,deaths
2020-04-14,ITA,159516,20465,53,50,11,deaths
2019-12-31,NLD,0,0,0,0,12,deaths
2020-01-01,NLD,0,0,0,0,12,deaths
2020-01-02,NLD,0,0,0,0,12,deaths
2020-01-03,NLD,0,0,0,0,12,deaths
2020-01-04,NLD,0,0,0,0,12,deaths
2020-01-05,NLD,0,0,0,0,12,deaths
2020-01-06,NLD,0,0,0,0,12,deaths
2020-01-07,NLD,0,0,0,0,12,deaths
2020-01-08,NLD,0,0,0,0,12,deaths
2020-01-09,NLD,0,0,0,0,12,deaths
2020-01-10,NLD,0,0,0,0,12,deaths
2020-01-11,NLD,0,0,0,0,12,deaths
2020-01-12,NLD,0,0,0,0,12,deaths
2020-01-13,NLD,0,0,0,0,12,deaths
2020-01-14,NLD,0,0,0,0,12,deaths
2020-01-15,NLD,0,0,0,0,12,deaths
2020-01-16,NLD,0,0,0,0,12,deaths
2020-01-17,NLD,0,0,0,0,12,deaths
2020-01-18,NLD,0,0,0,0,12,deaths
2020-01-19,NLD,0,0,0,0,12,deaths
2020-01-20,NLD,0,0,0,0,12,deaths
2020-01-21,NLD,0,0,0,0,12,deaths
2020-01-22,NLD,0,0,0,0,12,deaths
2020-01-23,NLD,0,0,0,0,12,deaths
2020-01-24,NLD,0,0,0,0,12,deaths
2020-01-25,NLD,0,0,0,0,12,deaths
2020-01-26,NLD,0,0,0,0,12,deaths
2020-01-27,NLD,0,0,0,0,12,deaths
2020-01-28,NLD,0,0,0,0,12,deaths
2020-01-29,NLD,0,0,0,0,12,deaths
2020-01-30,NLD,0,0,0,0,12,deaths
2020-01-31,NLD,0,0,0,0,12,deaths
2020-02-01,NLD,0,0,0,0,12,deaths
2020-02-02,NLD,0,0,0,0,12,deaths
2020-02-03,NLD,0,0,0,0,12,deaths
2020-02-04,NLD,0,0,0,0,12,deaths
2020-02-05,NLD,0,0,0,0,12,deaths
2020-02-06,NLD,0,0,0,0,12,deaths
2020-02-07,NLD,0,0,0,0,12,deaths
2020-02-08,NLD,0,0,0,0,12,deaths
2020-02-09,NLD,0,0,0,0,12,deaths
2020-02-10,NLD,0,0,0,0,12,deaths
2020-02-11,NLD,0,0,0,0,12,deaths
2020-02-12,NLD,0,0,0,0,12,deaths
2020-02-13,NLD,0,0,0,0,12,deaths
2020-02-14,NLD,0,0,0,0,12,deaths
2020-02-15,NLD,0,0,0,0,12,deaths
2020-02-16,NLD,0,0,0,0,12,deaths
2020-02-17,NLD,0,0,0,0,12,deaths
2020-02-18,NLD,0,0,0,0,12,deaths
2020-02-19,NLD,0,0,0,0,12,deaths
2020-02-20,NLD,0,0,0,0,12,deaths
2020-02-21,NLD,0,0,0,0,12,deaths
2020-02-22,NLD,0,0,0,0,12,deaths
2020-02-23,NLD,0,0,0,0,12,deaths
2020-02-24,NLD,0,0,0,0,12,deaths
2020-02-25,NLD,0,0,0,0,12,deaths
2020-02-26,NLD,0,0,0,0,12,deaths
2020-02-27,NLD,0,0,0,0,12,deaths
2020-02-28,NLD,1,0,0,0,12,deaths
2020-02-29,NLD,2,0,0,0,12,deaths
2020-03-01,NLD,7,0,0,0,12,deaths
2020-03-02,NLD,13,0,1,0,12,deaths
2020-03-03,NLD,18,0,2,0,12,deaths
2020-03-04,NLD,28,0,3,0,12,deaths
2020-03-05,NLD,38,0,4,0,12,deaths
2020-03-06,NLD,82,0,5,0,12,deaths
2020-03-07,NLD,128,1,6,0,12,deaths
2020-03-08,NLD,188,1,7,0,12,deaths
2020-03-09,NLD,265,3,8,0,12,deaths
2020-03-10,NLD,321,3,9,0,12,deaths
2020-03-11,NLD,382,4,10,0,12,deaths
2020-03-12,NLD,503,5,11,1,4,deaths
2020-03-13,NLD,614,5,12,2,5,deaths
2020-03-14,NLD,804,5,13,3,6,deaths
2020-03-15,NLD,959,12,14,4,1,deaths
2020-03-16,NLD,1135,20,15,5,2,deaths
2020-03-17,NLD,1413,24,16,6,2,deaths
2020-03-18,NLD,1705,43,17,7,2,deaths
2020-03-19,NLD,2051,58,18,8,2,deaths
2020-03-20,NLD,2460,76,19,9,3,deaths
2020-03-21,NLD,2994,106,20,10,3,deaths
2020-03-22,NLD,3631,136,21,11,3,deaths
2020-03-23,NLD,4204,179,22,12,3,deaths
2020-03-24,NLD,4749,213,23,13,3,deaths
2020-03-25,NLD,5560,276,24,14,3,deaths
2020-03-26,NLD,6412,356,25,15,4,deaths
2020-03-27,NLD,7431,434,26,16,3,deaths
2020-03-28,NLD,8603,546,27,17,4,deaths
2020-03-29,NLD,9762,639,28,18,4,deaths
2020-03-30,NLD,10866,771,29,19,4,deaths
2020-03-31,NLD,11750,864,30,20,5,deaths
2020-04-01,NLD,12595,1039,31,21,5,deaths
2020-04-02,NLD,13614,1173,32,22,5,deaths
2020-04-03,NLD,14697,1339,33,23,5,deaths
2020-04-04,NLD,15723,1487,34,24,6,deaths
2020-04-05,NLD,16627,1651,35,25,6,deaths
2020-04-06,NLD,17851,1766,36,26,6,deaths
2020-04-07,NLD,18813,1867,37,27,7,deaths
2020-04-08,NLD,19590,2101,38,28,7,deaths
2020-04-09,NLD,20559,2248,39,29,8,deaths
2020-04-10,NLD,21772,2396,40,30,8,deaths
2020-04-11,NLD,23107,2511,41,31,9,deaths
2020-04-12,NLD,24423,2643,42,32,10,deaths
2020-04-13,NLD,25597,2737,43,33,10,deaths
2020-04-14,NLD,26561,2823,44,34,11,deaths
2019-12-31,SWE,0,0,0,0,12,deaths
2020-01-01,SWE,0,0,0,0,12,deaths
2020-01-02,SWE,0,0,0,0,12,deaths
2020-01-03,SWE,0,0,0,0,12,deaths
2020-01-04,SWE,0,0,0,0,12,deaths
2020-01-05,SWE,0,0,0,0,12,deaths
2020-01-06,SWE,0,0,0,0,12,deaths
2020-01-07,SWE,0,0,0,0,12,deaths
2020-01-08,SWE,0,0,0,0,12,deaths
2020-01-09,SWE,0,0,0,0,12,deaths
2020-01-10,SWE,0,0,0,0,12,deaths
2020-01-11,SWE,0,0,0,0,12,deaths
2020-01-12,SWE,0,0,0,0,12,deaths
2020-01-13,SWE,0,0,0,0,12,deaths
2020-01-14,SWE,0,0,0,0,12,deaths
2020-01-15,SWE,0,0,0,0,12,deaths
2020-01-16,SWE,0,0,0,0,12,deaths
2020-01-17,SWE,0,0,0,0,12,deaths
2020-01-18,SWE,0,0,0,0,12,deaths
2020-01-19,SWE,0,0,0,0,12,deaths
2020-01-20,SWE,0,0,0,0,12,deaths
2020-01-21,SWE,0,0,0,0,12,deaths
2020-01-22,SWE,0,0,0,0,12,deaths
2020-01-23,SWE,0,0,0,0,12,deaths
2020-01-24,SWE,0,0,0,0,12,deaths
2020-01-25,SWE,0,0,0,0,12,deaths
2020-01-26,SWE,0,0,0,0,12,deaths
2020-01-27,SWE,0,0,0,0,12,deaths
2020-01-28,SWE,0,0,0,0,12,deaths
2020-01-29,SWE,0,0,0,0,12,deaths
2020-01-30,SWE,0,0,0,0,12,deaths
2020-01-31,SWE,0,0,0,0,12,deaths
2020-02-01,SWE,1,0,0,0,12,deaths
2020-02-02,SWE,1,0,0,0,12,deaths
2020-02-03,SWE,1,0,0,0,12,deaths
2020-02-04,SWE,1,0,0,0,12,deaths
2020-02-05,SWE,1,0,0,0,12,deaths
2020-02-06,SWE,1,0,0,0,12,deaths
2020-02-07,SWE,1,0,0,0,12,deaths
2020-02-08,SWE,1,0,0,0,12,deaths
2020-02-09,SWE,1,0,0,0,12,deaths
2020-02-10,SWE,1,0,0,0,12,deaths
2020-02-11,SWE,1,0,0,0,12,deaths
2020-02-12,SWE,1,0,0,0,12,deaths
2020-02-13,SWE,1,0,0,0,12,deaths
2020-02-14,SWE,1,0,0,0,12,deaths
2020-02-15,SWE,1,0,0,0,12,deaths
2020-02-16,SWE,1,0,0,0,12,deaths
2020-02-17,SWE,1,0,0,0,12,deaths
2020-02-18,SWE,1,0,0,0,12,deaths
2020-02-19,SWE,1,0,0,0,12,deaths
2020-02-20,SWE,1,0,0,0,12,deaths
2020-02-21,SWE,1,0,0,0,12,deaths
2020-02-22,SWE,1,0,0,0,12,deaths
2020-02-23,SWE,1,0,0,0,12,deaths
2020-02-24,SWE,1,0,0,0,12,deaths
2020-02-25,SWE,1,0,0,0,12,deaths
2020-02-26,SWE,1,0,0,0,12,deaths
2020-02-27,SWE,2,0,0,0,12,deaths
2020-02-28,SWE,7,0,0,0,12,deaths
2020-02-29,SWE,12,0,1,0,12,deaths
2020-03-01,SWE,13,0,2,0,12,deaths
2020-03-02,SWE,14,0,3,0,12,deaths
2020-03-03,SWE,15,0,4,0,12,deaths
2020-03-04,SWE,24,0,5,0,12,deaths
2020-03-05,SWE,35,0,6,0,12,deaths
2020-03-06,SWE,61,0,7,0,12,deaths
2020-03-07,SWE,137,0,8,0,12,deaths
2020-03-08,SWE,161,0,9,0,12,deaths
2020-03-09,SWE,203,0,10,0,12,deaths
2020-03-10,SWE,248,0,11,0,12,deaths
2020-03-11,SWE,326,0,12,0,12,deaths
2020-03-12,SWE,462,1,13,0,12,deaths
2020-03-13,SWE,620,1,14,0,12,deaths
2020-03-14,SWE,775,1,15,0,12,deaths
2020-03-15,SWE,924,1,16,0,12,deaths
2020-03-16,SWE,1032,3,17,0,12,deaths
2020-03-17,SWE,1121,7,18,1,1,deaths
2020-03-18,SWE,1167,8,19,2,2,deaths
2020-03-19,SWE,1301,10,20,3,3,deaths
2020-03-20,SWE,1423,10,21,4,4,deaths
2020-03-21,SWE,1623,16,22,5,3,deaths
2020-03-22,SWE,1746,20,23,6,2,deaths
2020-03-23,SWE,1906,21,24,7,3,deaths
2020-03-24,SWE,2016,25,25,8,4,deaths
2020-03-25,SWE,2272,36,26,9,4,deaths
2020-03-26,SWE,2510,42,27,10,3,deaths
2020-03-27,SWE,2806,66,28,11,3,deaths
2020-03-28,SWE,3046,92,29,12,2,deaths
2020-03-29,SWE,3447,102,30,13,3,deaths
2020-03-30,SWE,3700,110,31,14,4,deaths
2020-03-31,SWE,4028,146,32,15,4,deaths
2020-04-01,SWE,4435,180,33,16,5,deaths
2020-04-02,SWE,4947,239,34,17,3,deaths
2020-04-03,SWE,5466,282,35,18,4,deaths
2020-04-04,SWE,6078,333,36,19,4,deaths
2020-04-05,SWE,6443,373,37,20,4,deaths
2020-04-06,SWE,6830,401,38,21,5,deaths
2020-04-07,SWE,7206,477,39,22,6,deaths
2020-04-08,SWE,7693,591,40,23,5,deaths
2020-04-09,SWE,8419,687,41,24,5,deaths
2020-04-10,SWE,9141,793,42,25,5,deaths
2020-04-11,SWE,9685,870,43,26,5,deaths
2020-04-12,SWE,10151,887,44,27,6,deaths
2020-04-13,SWE,10483,899,45,28,7,deaths
2020-04-14,SWE,10948,919,46,29,8,deaths
2019-12-31,USA,0,0,0,0,12,deaths
2020-01-01,USA,0,0,0,0,12,deaths
2020-01-02,USA,0,0,0,0,12,deaths
2020-01-03,USA,0,0,0,0,12,deaths
2020-01-04,USA,0,0,0,0,12,deaths
2020-01-05,USA,0,0,0,0,12,deaths
2020-01-06,USA,0,0,0,0,12,deaths
2020-01-07,USA,0,0,0,0,12,deaths
2020-01-08,USA,0,0,0,0,12,deaths
2020-01-09,USA,0,0,0,0,12,deaths
2020-01-10,USA,0,0,0,0,12,deaths
2020-01-11,USA,0,0,0,0,12,deaths
2020-01-12,USA,0,0,0,0,12,deaths
2020-01-13,USA,0,0,0,0,12,deaths
2020-01-14,USA,0,0,0,0,12,deaths
2020-01-15,USA,0,0,0,0,12,deaths
2020-01-16,USA,0,0,0,0,12,deaths
2020-01-17,USA,0,0,0,0,12,deaths
2020-01-18,USA,0,0,0,0,12,deaths
2020-01-19,USA,0,0,0,0,12,deaths
2020-01-20,USA,0,0,0,0,12,deaths
2020-01-21,USA,1,0,0,0,12,deaths
2020-01-22,USA,1,0,0,0,12,deaths
2020-01-23,USA,1,0,0,0,12,deaths
2020-01-24,USA,1,0,0,0,12,deaths
2020-01-25,USA,2,0,0,0,12,deaths
2020-01-26,USA,2,0,0,0,12,deaths
2020-01-27,USA,5,0,0,0,12,deaths
2020-01-28,USA,5,0,0,0,12,deaths
2020-01-29,USA,5,0,0,0,12,deaths
2020-01-30,USA,5,0,0,0,12,deaths
2020-01-31,USA,6,0,0,0,12,deaths
2020-02-01,USA,7,0,0,0,12,deaths
2020-02-02,USA,8,0,0,0,12,deaths
2020-02-03,USA,11,0,1,0,12,deaths
2020-02-04,USA,11,0,2,0,12,deaths
2020-02-05,USA,11,0,3,0,12,deaths
2020-02-06,USA,12,0,4,0,12,deaths
2020-02-07,USA,12,0,5,0,12,deaths
2020-02-08,USA,12,0,6,0,12,deaths
2020-02-09,USA,12,0,7,0,12,deaths
2020-02-10,USA,12,0,8,0,12,deaths
2020-02-11,USA,13,0,9,0,12,deaths
2020-02-12,USA,13,0,10,0,12,deaths
2020-02-13,USA,14,0,11,0,12,deaths
2020-02-14,USA,15,0,12,0,12,deaths
2020-02-15,USA,15,0,13,0,12,deaths
2020-02-16,USA,15,0,14,0,12,deaths
2020-02-17,USA,15,0,15,0,12,deaths
2020-02-18,USA,15,0,16,0,12,deaths
2020-02-19,USA,15,0,17,0,12,deaths
2020-02-20,USA,15,0,18,0,12,deaths
2020-02-21,USA,16,0,19,0,12,deaths
2020-02-22,USA,35,0,20,0,12,deaths
2020-02-23,USA,35,0,21,0,12,deaths
2020-02-24,USA,35,0,22,0,12,deaths
2020-02-25,USA,53,0,23,0,12,deaths
2020-02-26,USA,53,0,24,0,12,deaths
2020-02-27,USA,59,0,25,0,12,deaths
2020-02-28,USA,60,0,26,0,12,deaths
2020-02-29,USA,66,0,27,0,12,deaths
2020-03-01,USA,69,1,28,0,12,deaths
2020-03-02,USA,89,2,29,0,12,deaths
2020-03-03,USA,103,6,30,1,1,deaths
2020-03-04,USA,125,9,31,2,2,deaths
2020-03-05,USA,159,11,32,3,3,deaths
2020-03-06,USA,233,12,33,4,3,deaths
2020-03-07,USA,338,14,34,5,4,deaths
2020-03-08,USA,433,17,35,6,5,deaths
2020-03-09,USA,554,21,36,7,5,deaths
2020-03-10,USA,754,26,37,8,4,deaths
2020-03-11,USA,1025,28,38,9,4,deaths
2020-03-12,USA,1312,30,39,10,5,deaths
2020-03-13,USA,1663,40,40,11,5,deaths
2020-03-14,USA,2174,47,41,12,5,deaths
2020-03-15,USA,2951,57,42,13,4,deaths
2020-03-16,USA,3774,69,43,14,4,deaths
2020-03-17,USA,4661,85,44,15,4,deaths
2020-03-18,USA,6427,108,45,16,4,deaths
2020-03-19,USA,9415,150,46,17,3,deaths
2020-03-20,USA,14250,150,47,18,4,deaths
2020-03-21,USA,19624,260,48,19,3,deaths
2020-03-22,USA,26747,340,49,20,2,deaths
2020-03-23,USA,35206,471,50,21,3,deaths
2020-03-24,USA,46442,590,51,22,3,deaths
2020-03-25,USA,55231,801,52,23,3,deaths
2020-03-26,USA,69194,1050,53,24,3,deaths
2020-03-27,USA,85991,1296,54,25,3,deaths
2020-03-28,USA,104686,1707,55,26,3,deaths
2020-03-29,USA,124665,2191,56,27,3,deaths
2020-03-30,USA,143025,2509,57,28,4,deaths
2020-03-31,USA,164620,3170,58,29,4,deaths
2020-04-01,USA,189618,4079,59,30,4,deaths
2020-04-02,USA,216721,5138,60,31,3,deaths
2020-04-03,USA,245540,6053,61,32,4,deaths
2020-04-04,USA,277965,7157,62,33,4,deaths
2020-04-05,USA,312237,8501,63,34,4,deaths
2020-04-06,USA,337635,9647,64,35,5,deaths
2020-04-07,USA,368196,10989,65,36,5,deaths
2020-04-08,USA,398809,12895,66,37,5,deaths
2020-04-09,USA,432132,14817,67,38,5,deaths
2020-04-10,USA,466033,16690,68,39,6,deaths
2020-04-11,USA,501560,18777,69,40,6,deaths
2020-04-12,USA,529951,20608,70,41,6,deaths
2020-04-13,USA,557571,22108,71,42,6,deaths
2020-04-14,USA,582594,23649,72,43,7,deaths